instrument,price,timestamp
IE00BGV5VN51,"(13698,2,EUR)",2024-12-02T16:29:37.893Z
IE00BYXYX521,"(278349,4,EUR)",2024-12-02T16:19:32.403Z
LU0489337690,"(23655,3,EUR)",2024-12-02T16:27:24.348Z
DE0005933931,"(16574,2,EUR)",2024-12-02T16:29:40.615Z
IE00BKWQ0F09,"(18732,2,EUR)",2024-12-02T15:11:31.175Z
IE00BKWQ0H23,"(22055,2,EUR)",2024-12-02T16:14:24.476Z
LU1861137484,"(8403,2,EUR)",2024-12-02T16:24:50.465Z
IE00B441G979,"(94498,3,EUR)",2024-12-03T16:06:22.198Z
IE000Y77LGG9,"(10492,2,EUR)",2024-12-03T16:22:00.971Z
IE00B1XNHC34,"(6707,3,EUR)",2024-12-03T16:24:53.469Z
IE00BGV5VN51,"(13682,2,EUR)",2024-12-03T16:28:28.748Z
IE00BYXYX521,"(277499,4,EUR)",2024-12-03T13:16:07.787Z
LU0489337690,"(2356,2,EUR)",2024-12-03T16:05:25.989Z
DE0005933931,"(16672,2,EUR)",2024-12-03T16:27:36.470Z
IE00BKWQ0F09,"(19076,2,EUR)",2024-12-03T13:49:37.807Z
IE00BKWQ0H23,"(22125,2,EUR)",2024-12-03T16:27:55.353Z
LU1861137484,"(8428,2,EUR)",2024-12-03T16:22:52.112Z
IE00B441G979,"(94928,3,EUR)",2024-12-04T14:52:24.591Z
IE000Y77LGG9,"(10518,2,EUR)",2024-12-04T16:15:45.601Z
IE00B1XNHC34,"(6597,3,EUR)",2024-12-04T16:28:57.096Z
IE00BGV5VN51,"(13952,2,EUR)",2024-12-04T16:28:48.280Z
IE00BYXYX521,"(277501,4,EUR)",2024-12-04T15:10:52.847Z
LU0489337690,"(23875,3,EUR)",2024-12-04T16:25:49.221Z
DE0005933931,"(16826,2,EUR)",2024-12-04T16:24:32.651Z
IE00BKWQ0H23,"(2194,1,EUR)",2024-12-04T15:51:24.963Z
IE00BKWQ0F09,"(18876,2,EUR)",2024-12-04T16:25:48.822Z
LU1861137484,"(8479,2,EUR)",2024-12-04T16:00:02.740Z
IE00B441G979,"(95134,3,EUR)",2024-12-05T15:51:01.536Z
IE000Y77LGG9,"(10468,2,EUR)",2024-12-05T16:11:37.297Z
IE00B1XNHC34,"(6577,3,EUR)",2024-12-05T16:28:31.197Z
IE00BGV5VN51,"(13954,2,EUR)",2024-12-05T16:29:23.352Z
IE00BYXYX521,"(276251,4,EUR)",2024-12-05T15:57:17.042Z
LU0489337690,"(23595,3,EUR)",2024-12-05T16:23:12.163Z
DE0005933931,"(16948,2,EUR)",2024-12-05T16:26:18.219Z
IE00BKWQ0F09,"(18714,2,EUR)",2024-12-05T11:52:53.762Z
IE00BKWQ0H23,"(2193,1,EUR)",2024-12-05T15:55:59.848Z
LU1861137484,"(85,0,EUR)",2024-12-05T16:29:16.080Z
IE00B441G979,"(95258,3,EUR)",2024-12-06T15:57:54.013Z
IE000Y77LGG9,"(10498,2,EUR)",2024-12-06T16:19:57.129Z
IE00B1XNHC34,"(6559,3,EUR)",2024-12-06T16:28:39.679Z
IE00BGV5VN51,"(14036,2,EUR)",2024-12-06T16:27:22.597Z
IE00BYXYX521,"(273601,4,EUR)",2024-12-06T16:01:28.195Z
LU0489337690,"(23745,3,EUR)",2024-12-06T15:28:23.668Z
DE0005933931,"(1696,1,EUR)",2024-12-06T16:25:11.998Z
IE00BKWQ0H23,"(22095,2,EUR)",2024-12-06T15:27:59.241Z
IE00BKWQ0F09,"(1853,1,EUR)",2024-12-06T15:46:04.143Z
LU1861137484,"(8523,2,EUR)",2024-12-06T16:04:53.294Z
IE00B441G979,"(95004,3,EUR)",2024-12-09T16:27:30.707Z
IE000Y77LGG9,"(10452,2,EUR)",2024-12-09T16:16:17.593Z
IE00B1XNHC34,"(6705,3,EUR)",2024-12-09T16:28:05.372Z
IE00BGV5VN51,"(13898,2,EUR)",2024-12-09T16:29:49.036Z
IE00BYXYX521,"(278023,4,EUR)",2024-12-09T14:40:09.525Z
LU0489337690,"(2326,2,EUR)",2024-12-09T16:15:24.748Z
DE0005933931,"(16944,2,EUR)",2024-12-09T16:29:37.579Z
IE00BKWQ0F09,"(19072,2,EUR)",2024-12-09T15:03:53.545Z
IE00BKWQ0H23,"(2206,1,EUR)",2024-12-09T16:21:21.560Z
LU1861137484,"(8512,2,EUR)",2024-12-09T16:17:24.344Z
IE00B1XNHC34,"(6598,3,EUR)",2024-12-10T16:24:36.792Z
IE00B441G979,"(94754,3,EUR)",2024-12-10T15:28:45.403Z
IE000Y77LGG9,"(10514,2,EUR)",2024-12-10T15:48:08.724Z
IE00BGV5VN51,"(13892,2,EUR)",2024-12-10T16:28:32.880Z
IE00BYXYX521,"(2791,2,EUR)",2024-12-10T15:15:03.708Z
LU0489337690,"(23345,3,EUR)",2024-12-10T15:41:38.158Z
DE0005933931,"(16938,2,EUR)",2024-12-10T16:28:56.692Z
IE00BKWQ0H23,"(2211,1,EUR)",2024-12-10T14:43:42.088Z
IE00BKWQ0F09,"(18974,2,EUR)",2024-12-10T16:24:39.671Z
LU1861137484,"(85,0,EUR)",2024-12-10T16:05:13.536Z
IE00B1XNHC34,"(6571,3,EUR)",2024-12-11T16:27:52.362Z
IE00B441G979,"(95098,3,EUR)",2024-12-11T16:20:33.354Z
IE000Y77LGG9,"(10556,2,EUR)",2024-12-11T16:26:40.324Z
IE00BGV5VN51,"(14026,2,EUR)",2024-12-11T16:29:23.463Z
IE00BYXYX521,"(282551,4,EUR)",2024-12-11T14:36:23.841Z
LU0489337690,"(2327,2,EUR)",2024-12-11T15:44:22.827Z
DE0005933931,"(16994,2,EUR)",2024-12-11T16:29:42.763Z
IE00BKWQ0F09,"(18628,2,EUR)",2024-12-11T07:10:16.768Z
IE00BKWQ0H23,"(22005,2,EUR)",2024-12-11T15:35:56.389Z
LU1861137484,"(8529,2,EUR)",2024-12-11T16:19:37.429Z
IE00B1XNHC34,"(6555,3,EUR)",2024-12-12T16:28:51.622Z
IE00B441G979,"(94914,3,EUR)",2024-12-12T14:56:43.678Z
IE000Y77LGG9,"(1054,1,EUR)",2024-12-12T15:37:17.834Z
IE00BGV5VN51,"(14032,2,EUR)",2024-12-12T16:28:05.501Z
IE00BYXYX521,"(282251,4,EUR)",2024-12-12T14:36:21.941Z
LU0489337690,"(23315,3,EUR)",2024-12-12T16:25:33.475Z
DE0005933931,"(17002,2,EUR)",2024-12-12T16:28:12.812Z
IE00BKWQ0F09,"(18824,2,EUR)",2024-12-12T16:25:31.886Z
IE00BKWQ0H23,"(21995,2,EUR)",2024-12-12T16:00:56.067Z
LU1861137484,"(8516,2,EUR)",2024-12-12T16:11:53.686Z
IE00B1XNHC34,"(6503,3,EUR)",2024-12-13T16:29:57.328Z
IE00B441G979,"(94382,3,EUR)",2024-12-13T16:16:36.043Z
IE000Y77LGG9,"(10436,2,EUR)",2024-12-13T16:19:55.015Z
IE00BGV5VN51,"(13854,2,EUR)",2024-12-13T16:26:12.686Z
IE00BYXYX521,"(281949,4,EUR)",2024-12-13T15:02:21.842Z
LU0489337690,"(2303,2,EUR)",2024-12-13T16:26:12.642Z
DE0005933931,"(16966,2,EUR)",2024-12-13T16:27:26.582Z
IE00BKWQ0F09,"(18726,2,EUR)",2024-12-13T16:26:11.357Z
IE00BKWQ0H23,"(21555,2,EUR)",2024-12-13T16:28:28.880Z
LU1861137484,"(8471,2,EUR)",2024-12-13T15:20:29.815Z
IE00B1XNHC34,"(6454,3,EUR)",2024-12-16T16:29:25.231Z
IE00B441G979,"(9486,2,EUR)",2024-12-16T15:48:17.497Z
IE000Y77LGG9,"(10472,2,EUR)",2024-12-16T16:20:16.412Z
IE00BGV5VN51,"(13902,2,EUR)",2024-12-16T16:28:11.868Z
IE00BYXYX521,"(280451,4,EUR)",2024-12-16T14:40:11.988Z
LU0489337690,"(22745,3,EUR)",2024-12-16T16:28:11.809Z
DE0005933931,"(16908,2,EUR)",2024-12-16T16:25:16.559Z
IE00BKWQ0H23,"(2183,1,EUR)",2024-12-16T16:15:48.860Z
IE00BKWQ0F09,"(18426,2,EUR)",2024-12-16T16:16:51.254Z
LU1861137484,"(8471,2,EUR)",2024-12-16T16:02:20.212Z
IE00B441G979,"(94508,3,EUR)",2024-12-17T14:53:51.736Z
IE00B1XNHC34,"(6431,3,EUR)",2024-12-17T16:28:27.426Z
IE000Y77LGG9,"(10452,2,EUR)",2024-12-17T16:18:21.019Z
IE00BGV5VN51,"(13896,2,EUR)",2024-12-17T16:28:40.666Z
IE00BYXYX521,"(276296,4,EUR)",2024-12-17T14:46:16.549Z
LU0489337690,"(22705,3,EUR)",2024-12-17T16:26:27.849Z
DE0005933931,"(16854,2,EUR)",2024-12-17T16:28:06.285Z
IE00BKWQ0F09,"(18162,2,EUR)",2024-12-17T15:30:02.015Z
IE00BKWQ0H23,"(2187,1,EUR)",2024-12-17T15:55:07.286Z
LU1861137484,"(8464,2,EUR)",2024-12-17T16:13:16.780Z
IE00B441G979,"(94604,3,EUR)",2024-12-18T15:40:17.011Z
IE00B1XNHC34,"(647,2,EUR)",2024-12-18T16:27:19.664Z
IE000Y77LGG9,"(1047,1,EUR)",2024-12-18T16:20:28.546Z
IE00BGV5VN51,"(13858,2,EUR)",2024-12-18T16:22:43.043Z
IE00BYXYX521,"(279951,4,EUR)",2024-12-18T16:12:09.211Z
LU0489337690,"(22795,3,EUR)",2024-12-18T16:09:21.522Z
DE0005933931,"(1686,1,EUR)",2024-12-18T16:28:24.178Z
IE00BKWQ0F09,"(1833,1,EUR)",2024-12-18T16:27:21.985Z
IE00BKWQ0H23,"(21875,2,EUR)",2024-12-18T15:52:27.909Z
LU1861137484,"(846,1,EUR)",2024-12-18T16:19:48.156Z
IE00B441G979,"(92148,3,EUR)",2024-12-19T16:10:31.827Z
IE00B1XNHC34,"(6345,3,EUR)",2024-12-19T16:29:17.234Z
IE000Y77LGG9,"(10202,2,EUR)",2024-12-19T16:11:52.652Z
IE00BGV5VN51,"(13666,2,EUR)",2024-12-19T16:28:09.884Z
IE00BYXYX521,"(279099,4,EUR)",2024-12-19T15:13:54.544Z
LU0489337690,"(2222,2,EUR)",2024-12-19T16:12:09.540Z
DE0005933931,"(16646,2,EUR)",2024-12-19T16:29:08.537Z
IE00BKWQ0H23,"(2141,1,EUR)",2024-12-19T15:58:30.104Z
IE00BKWQ0F09,"(1826,1,EUR)",2024-12-19T14:46:09.579Z
LU1861137484,"(8312,2,EUR)",2024-12-19T16:10:04.424Z
IE00B441G979,"(92642,3,EUR)",2024-12-20T16:19:21.292Z
IE00B1XNHC34,"(6354,3,EUR)",2024-12-20T16:26:47.551Z
IE000Y77LGG9,"(10214,2,EUR)",2024-12-20T16:08:53.990Z
IE00BGV5VN51,"(13676,2,EUR)",2024-12-20T16:28:12.282Z
IE00BYXYX521,"(279951,4,EUR)",2024-12-20T15:09:57.929Z
LU0489337690,"(226,1,EUR)",2024-12-20T16:22:49.883Z
DE0005933931,"(16578,2,EUR)",2024-12-20T16:28:11.362Z
IE00BKWQ0H23,"(20505,2,EUR)",2024-12-20T16:07:07.181Z
IE00BKWQ0F09,"(1809,1,EUR)",2024-12-20T15:41:13.078Z
LU1861137484,"(822,1,EUR)",2024-12-20T15:50:52.634Z
IE000Y77LGG9,"(10188,2,EUR)",2024-12-23T16:13:36.460Z
IE00B1XNHC34,"(6395,3,EUR)",2024-12-23T16:27:44.710Z
IE00B441G979,"(92452,3,EUR)",2024-12-23T16:27:11.783Z
IE00BYXYX521,"(280919,4,EUR)",2024-12-23T15:47:09.202Z
IE00BGV5VN51,"(13678,2,EUR)",2024-12-23T16:26:47.194Z
LU0489337690,"(22495,3,EUR)",2024-12-23T16:10:55.868Z
DE0005933931,"(1652,1,EUR)",2024-12-23T16:28:27.807Z
IE00BKWQ0H23,"(20885,2,EUR)",2024-12-23T15:27:01.860Z
IE00BKWQ0F09,"(1813,1,EUR)",2024-12-23T16:12:46.673Z
LU1861137484,"(8269,2,EUR)",2024-12-23T14:47:19.113Z
IE000Y77LGG9,"(10234,2,EUR)",2024-12-27T16:27:39.721Z
IE00B1XNHC34,"(6365,3,EUR)",2024-12-27T16:29:26.271Z
IE00B441G979,"(93094,3,EUR)",2024-12-27T15:16:49.346Z
IE00BYXYX521,"(282549,4,EUR)",2024-12-27T15:49:34.294Z
IE00BGV5VN51,"(13624,2,EUR)",2024-12-27T16:29:19.540Z
LU0489337690,"(2273,2,EUR)",2024-12-27T16:27:48.542Z
DE0005933931,"(16602,2,EUR)",2024-12-27T16:12:08.232Z
IE00BKWQ0F09,"(18396,2,EUR)",2024-12-27T14:46:13.297Z
IE00BKWQ0H23,"(20985,2,EUR)",2024-12-27T15:43:54.763Z
LU1861137484,"(8308,2,EUR)",2024-12-27T16:29:23.539Z
IE000Y77LGG9,"(10142,2,EUR)",2024-12-30T12:53:35.673Z
IE00B1XNHC34,"(6333,3,EUR)",2024-12-30T12:54:19.034Z
IE00B441G979,"(92634,3,EUR)",2024-12-30T12:48:52.040Z
IE00BYXYX521,"(286251,4,EUR)",2024-12-30T11:42:46.925Z
IE00BGV5VN51,"(13498,2,EUR)",2024-12-30T12:54:50.395Z
LU0489337690,"(2266,2,EUR)",2024-12-30T11:56:16.875Z
DE0005933931,"(16558,2,EUR)",2024-12-30T12:54:40.580Z
IE00BKWQ0H23,"(21045,2,EUR)",2024-12-30T07:22:20.049Z
IE00BKWQ0F09,"(185,0,EUR)",2024-12-30T12:36:31.078Z
LU1861137484,"(826,1,EUR)",2024-12-30T12:49:15.201Z
IE000Y77LGG9,"(10258,2,EUR)",2025-01-02T16:29:50.434Z
IE00B1XNHC34,"(6512,3,EUR)",2025-01-02T16:29:46.472Z
IE00B441G979,"(92448,3,EUR)",2025-01-02T16:29:37.344Z
IE00BYXYX521,"(291951,4,EUR)",2025-01-02T15:14:27.102Z
IE00BGV5VN51,"(13722,2,EUR)",2025-01-02T16:29:15.885Z
LU0489337690,"(22845,3,EUR)",2025-01-02T16:27:32.861Z
DE0005933931,"(16648,2,EUR)",2025-01-02T16:29:00.205Z
IE00BKWQ0H23,"(21185,2,EUR)",2025-01-02T16:25:30.503Z
IE00BKWQ0F09,"(1916,1,EUR)",2025-01-02T16:27:33.466Z
LU1861137484,"(8345,2,EUR)",2025-01-02T16:27:20.855Z
IE000Y77LGG9,"(10242,2,EUR)",2025-01-03T16:25:44.433Z
IE00B1XNHC34,"(6508,3,EUR)",2025-01-03T16:27:22.350Z
IE00B441G979,"(92522,3,EUR)",2025-01-03T16:19:47.415Z
IE00BYXYX521,"(290401,4,EUR)",2025-01-03T15:08:25.920Z
IE00BGV5VN51,"(1374,1,EUR)",2025-01-03T16:29:41.896Z
LU0489337690,"(2274,2,EUR)",2025-01-03T16:25:38.312Z
DE0005933931,"(16568,2,EUR)",2025-01-03T16:25:21.510Z
IE00BKWQ0F09,"(19368,2,EUR)",2025-01-03T16:25:37.058Z
IE00BKWQ0H23,"(211,0,EUR)",2025-01-03T15:39:12.932Z
LU1861137484,"(8284,2,EUR)",2025-01-03T16:13:50.808Z
IE000Y77LGG9,"(10248,2,EUR)",2025-01-07T16:20:51.998Z
IE00B1XNHC34,"(6575,3,EUR)",2025-01-07T16:26:45.768Z
IE00B441G979,"(93302,3,EUR)",2025-01-07T16:22:30.452Z
IE00BYXYX521,"(292499,4,EUR)",2025-01-07T16:23:02.910Z
IE00BGV5VN51,"(13828,2,EUR)",2025-01-07T16:29:08.005Z
LU0489337690,"(2242,2,EUR)",2025-01-07T16:24:59.235Z
DE0005933931,"(16934,2,EUR)",2025-01-07T16:29:31.177Z
IE00BKWQ0F09,"(1965,1,EUR)",2025-01-07T15:50:00.963Z
IE00BKWQ0H23,"(2117,1,EUR)",2025-01-07T15:50:03.407Z
LU1861137484,"(8385,2,EUR)",2025-01-07T16:21:26.007Z
IE000Y77LGG9,"(10222,2,EUR)",2025-01-08T16:29:24.024Z
IE00B1XNHC34,"(6445,3,EUR)",2025-01-08T16:27:22.250Z
IE00B441G979,"(92722,3,EUR)",2025-01-08T15:58:06.489Z
IE00BYXYX521,"(294772,4,EUR)",2025-01-08T15:16:25.404Z
IE00BGV5VN51,"(13708,2,EUR)",2025-01-08T16:29:55.661Z
LU0489337690,"(22005,3,EUR)",2025-01-08T16:27:24.421Z
DE0005933931,"(16908,2,EUR)",2025-01-08T16:29:24.096Z
IE00BKWQ0F09,"(19548,2,EUR)",2025-01-08T08:30:15.978Z
IE00BKWQ0H23,"(2133,1,EUR)",2025-01-08T15:45:26.676Z
LU1861137484,"(8348,2,EUR)",2025-01-08T15:59:58.392Z
IE000Y77LGG9,"(1023,1,EUR)",2025-01-09T16:20:14.357Z
IE00B1XNHC34,"(6404,3,EUR)",2025-01-09T16:28:39.857Z
IE00B441G979,"(92792,3,EUR)",2025-01-09T16:21:25.508Z
IE00BYXYX521,"(297649,4,EUR)",2025-01-09T15:06:47.351Z
IE00BGV5VN51,"(1371,1,EUR)",2025-01-09T16:24:46.780Z
LU0489337690,"(22095,3,EUR)",2025-01-09T16:28:35.819Z
DE0005933931,"(16916,2,EUR)",2025-01-09T16:21:34.104Z
IE00BKWQ0F09,"(19664,2,EUR)",2025-01-09T14:46:09.182Z
IE00BKWQ0H23,"(2151,1,EUR)",2025-01-09T12:49:06.599Z
LU1861137484,"(838,1,EUR)",2025-01-09T16:14:15.836Z
IE000Y77LGG9,"(10146,2,EUR)",2025-01-10T16:26:18.758Z
IE00B1XNHC34,"(6291,3,EUR)",2025-01-10T16:26:01.158Z
IE00B441G979,"(91504,3,EUR)",2025-01-10T16:11:33.165Z
IE00BYXYX521,"(307101,4,EUR)",2025-01-10T14:36:23.736Z
IE00BGV5VN51,"(13558,2,EUR)",2025-01-10T16:27:41.981Z
LU0489337690,"(21865,3,EUR)",2025-01-10T15:25:22.109Z
DE0005933931,"(16836,2,EUR)",2025-01-10T16:24:39.607Z
IE00BKWQ0H23,"(21515,2,EUR)",2025-01-10T16:04:25.247Z
IE00BKWQ0F09,"(19714,2,EUR)",2025-01-10T16:28:59.965Z
LU1861137484,"(8304,2,EUR)",2025-01-10T16:18:44.076Z
IE000Y77LGG9,"(10126,2,EUR)",2025-01-13T16:23:23.881Z
IE00B1XNHC34,"(6247,3,EUR)",2025-01-13T16:28:47.891Z
IE00B441G979,"(90968,3,EUR)",2025-01-13T16:24:41.433Z
IE00BYXYX521,"(309299,4,EUR)",2025-01-13T16:10:52.823Z
IE00BGV5VN51,"(13428,2,EUR)",2025-01-13T16:29:29.998Z
LU0489337690,"(2163,2,EUR)",2025-01-13T16:28:21.880Z
DE0005933931,"(1677,1,EUR)",2025-01-13T16:26:18.549Z
IE00BKWQ0H23,"(2129,1,EUR)",2025-01-13T15:24:45.532Z
IE00BKWQ0F09,"(1994,1,EUR)",2025-01-13T16:21:14.977Z
LU1861137484,"(8237,2,EUR)",2025-01-13T16:19:18.008Z
IE000Y77LGG9,"(1012,1,EUR)",2025-01-14T16:29:29.929Z
IE00B1XNHC34,"(6281,3,EUR)",2025-01-14T16:25:32.194Z
IE00B441G979,"(9149,2,EUR)",2025-01-14T16:15:25.862Z
IE00BYXYX521,"(303899,4,EUR)",2025-01-14T14:30:08.373Z
IE00BGV5VN51,"(13446,2,EUR)",2025-01-14T16:26:36.855Z
LU0489337690,"(21715,3,EUR)",2025-01-14T16:25:29.308Z
DE0005933931,"(16872,2,EUR)",2025-01-14T16:28:11.458Z
IE00BKWQ0F09,"(19674,2,EUR)",2025-01-14T14:30:17.693Z
IE00BKWQ0H23,"(2092,1,EUR)",2025-01-14T16:01:52.015Z
LU1861137484,"(822,1,EUR)",2025-01-14T16:07:40.179Z
IE000Y77LGG9,"(10292,2,EUR)",2025-01-15T16:28:49.552Z
IE00B1XNHC34,"(6382,3,EUR)",2025-01-15T16:28:23.800Z
IE00B441G979,"(93088,3,EUR)",2025-01-15T15:21:27.843Z
IE00BYXYX521,"(307601,4,EUR)",2025-01-15T15:21:27.744Z
IE00BGV5VN51,"(13724,2,EUR)",2025-01-15T16:27:37.625Z
LU0489337690,"(22515,3,EUR)",2025-01-15T16:24:54.884Z
DE0005933931,"(17162,2,EUR)",2025-01-15T16:27:30.840Z
IE00BKWQ0H23,"(21215,2,EUR)",2025-01-15T16:10:27.755Z
IE00BKWQ0F09,"(19928,2,EUR)",2025-01-15T16:24:59.279Z
LU1861137484,"(8333,2,EUR)",2025-01-15T15:51:16.623Z
IE000Y77LGG9,"(10344,2,EUR)",2025-01-16T16:22:50.714Z
IE00B1XNHC34,"(6378,3,EUR)",2025-01-16T16:29:39.539Z
IE00B441G979,"(9319,2,EUR)",2025-01-16T15:00:25.291Z
IE00BYXYX521,"(312,1,EUR)",2025-01-16T15:19:26.612Z
IE00BGV5VN51,"(13792,2,EUR)",2025-01-16T16:27:52.237Z
LU0489337690,"(2252,2,EUR)",2025-01-16T16:28:42.627Z
DE0005933931,"(17166,2,EUR)",2025-01-16T16:27:08.809Z
IE00BKWQ0H23,"(2124,1,EUR)",2025-01-16T15:44:36.898Z
IE00BKWQ0F09,"(201,0,EUR)",2025-01-16T14:38:53.485Z
LU1861137484,"(8408,2,EUR)",2025-01-16T16:28:14.383Z
IE000Y77LGG9,"(10448,2,EUR)",2025-01-17T16:29:32.455Z
IE00B1XNHC34,"(6429,3,EUR)",2025-01-17T16:14:06.968Z
IE00B441G979,"(939,1,EUR)",2025-01-17T15:24:34.667Z
IE00BYXYX521,"(311397,4,EUR)",2025-01-17T14:46:07.363Z
IE00BGV5VN51,"(13892,2,EUR)",2025-01-17T16:29:37.200Z
LU0489337690,"(2274,2,EUR)",2025-01-17T15:41:07.192Z
DE0005933931,"(17402,2,EUR)",2025-01-17T16:27:38.246Z
IE00BKWQ0H23,"(21245,2,EUR)",2025-01-17T15:14:13.365Z
IE00BKWQ0F09,"(20165,2,EUR)",2025-01-17T15:48:26.846Z
LU1861137484,"(8467,2,EUR)",2025-01-17T16:21:42.184Z
IE000Y77LGG9,"(10392,2,EUR)",2025-01-20T16:16:07.937Z
IE00B1XNHC34,"(6398,3,EUR)",2025-01-20T16:29:23.822Z
IE00B441G979,"(94454,3,EUR)",2025-01-20T16:18:36.360Z
IE00BYXYX521,"(305151,4,EUR)",2025-01-20T14:36:32.451Z
IE00BGV5VN51,"(1381,1,EUR)",2025-01-20T16:29:01.059Z
LU0489337690,"(2255,2,EUR)",2025-01-20T16:28:35.542Z
DE0005933931,"(17478,2,EUR)",2025-01-20T16:29:45.223Z
IE00BKWQ0H23,"(21045,2,EUR)",2025-01-20T15:49:24.347Z
IE00BKWQ0F09,"(2011,1,EUR)",2025-01-20T14:59:50.264Z
LU1861137484,"(8466,2,EUR)",2025-01-20T16:21:27.116Z
IE000Y77LGG9,"(10402,2,EUR)",2025-01-21T16:11:57.976Z
IE00B1XNHC34,"(6264,3,EUR)",2025-01-21T16:29:33.752Z
IE00B441G979,"(94538,3,EUR)",2025-01-21T15:44:29.684Z
IE00BYXYX521,"(304001,4,EUR)",2025-01-21T14:36:23.850Z
IE00BGV5VN51,"(13816,2,EUR)",2025-01-21T16:28:11.415Z
LU0489337690,"(22545,3,EUR)",2025-01-21T16:22:04.774Z
DE0005933931,"(1751,1,EUR)",2025-01-21T16:29:17.750Z
IE00BKWQ0F09,"(19746,2,EUR)",2025-01-21T15:53:56.635Z
IE00BKWQ0H23,"(21305,2,EUR)",2025-01-21T15:57:48.796Z
LU1861137484,"(8501,2,EUR)",2025-01-21T16:18:31.405Z
IE000Y77LGG9,"(10474,2,EUR)",2025-01-22T16:26:30.857Z
IE00B1XNHC34,"(616,2,EUR)",2025-01-22T16:26:04.899Z
IE00B441G979,"(9541,2,EUR)",2025-01-22T15:22:01.996Z
IE00BYXYX521,"(302501,4,EUR)",2025-01-22T15:22:34.369Z
IE00BGV5VN51,"(14112,2,EUR)",2025-01-22T16:29:29.812Z
LU0489337690,"(22375,3,EUR)",2025-01-22T15:43:14.725Z
DE0005933931,"(1769,1,EUR)",2025-01-22T16:29:26.041Z
IE00BKWQ0F09,"(19694,2,EUR)",2025-01-22T15:21:54.209Z
IE00BKWQ0H23,"(2152,1,EUR)",2025-01-22T13:37:20.778Z
LU1861137484,"(859,1,EUR)",2025-01-22T16:29:51.563Z
IE000Y77LGG9,"(10432,2,EUR)",2025-01-23T16:22:52.868Z
IE00B1XNHC34,"(612,2,EUR)",2025-01-23T16:26:11.017Z
IE00B441G979,"(9542,2,EUR)",2025-01-23T15:41:43.275Z
IE00BYXYX521,"(303801,4,EUR)",2025-01-23T14:40:27.115Z
IE00BGV5VN51,"(14106,2,EUR)",2025-01-23T16:29:56.585Z
LU0489337690,"(22555,3,EUR)",2025-01-23T15:18:05.560Z
DE0005933931,"(17832,2,EUR)",2025-01-23T16:29:08.603Z
IE00BKWQ0H23,"(21525,2,EUR)",2025-01-23T16:11:18.925Z
IE00BKWQ0F09,"(1982,1,EUR)",2025-01-23T14:47:40.933Z
LU1861137484,"(856,1,EUR)",2025-01-23T14:55:23.941Z
IE000Y77LGG9,"(10384,2,EUR)",2025-01-24T16:13:40.455Z
IE00B1XNHC34,"(6131,3,EUR)",2025-01-24T16:28:44.081Z
IE00B441G979,"(96036,3,EUR)",2025-01-24T14:50:27.299Z
IE00BYXYX521,"(298952,4,EUR)",2025-01-24T15:28:37.628Z
IE00BGV5VN51,"(1407,1,EUR)",2025-01-24T16:29:45.715Z
LU0489337690,"(2241,2,EUR)",2025-01-24T16:27:30.522Z
DE0005933931,"(17798,2,EUR)",2025-01-24T16:25:59.680Z
IE00BKWQ0H23,"(21765,2,EUR)",2025-01-24T16:08:20.159Z
IE00BKWQ0F09,"(19442,2,EUR)",2025-01-24T16:27:32.685Z
LU1861137484,"(8582,2,EUR)",2025-01-24T16:07:52.131Z
IE000Y77LGG9,"(10234,2,EUR)",2025-01-27T15:58:16.785Z
IE00B1XNHC34,"(6077,3,EUR)",2025-01-27T16:28:17.019Z
IE00B441G979,"(94204,3,EUR)",2025-01-27T16:26:44.720Z
IE00BYXYX521,"(294649,4,EUR)",2025-01-27T15:52:13.253Z
IE00BGV5VN51,"(13626,2,EUR)",2025-01-27T16:29:51.000Z
LU0489337690,"(22745,3,EUR)",2025-01-27T16:05:04.312Z
DE0005933931,"(17716,2,EUR)",2025-01-27T16:28:16.857Z
IE00BKWQ0F09,"(19322,2,EUR)",2025-01-27T16:28:16.872Z
IE00BKWQ0H23,"(2205,1,EUR)",2025-01-27T16:15:30.042Z
LU1861137484,"(8557,2,EUR)",2025-01-27T16:09:52.124Z
IE000Y77LGG9,"(103,0,EUR)",2025-01-28T16:20:15.149Z
IE00B1XNHC34,"(6083,3,EUR)",2025-01-28T16:29:03.719Z
IE00B441G979,"(94846,3,EUR)",2025-01-28T15:19:12.518Z
IE00BYXYX521,"(294251,4,EUR)",2025-01-28T16:14:18.913Z
IE00BGV5VN51,"(13916,2,EUR)",2025-01-28T16:29:06.518Z
LU0489337690,"(2306,2,EUR)",2025-01-28T16:27:00.146Z
DE0005933931,"(1784,1,EUR)",2025-01-28T16:28:02.084Z
IE00BKWQ0F09,"(19388,2,EUR)",2025-01-28T15:18:39.882Z
IE00BKWQ0H23,"(221,0,EUR)",2025-01-28T16:25:28.692Z
LU1861137484,"(8576,2,EUR)",2025-01-28T15:38:11.703Z
IE000Y77LGG9,"(10326,2,EUR)",2025-01-29T16:24:20.921Z
IE00B1XNHC34,"(6209,3,EUR)",2025-01-29T16:29:37.652Z
IE00B441G979,"(95116,3,EUR)",2025-01-29T16:28:37.401Z
IE00BYXYX521,"(296451,4,EUR)",2025-01-29T15:22:05.099Z
IE00BGV5VN51,"(1392,1,EUR)",2025-01-29T16:28:40.520Z
