instrument,price,timestamp
IE00B1XNHC34,"(7342,3,EUR)",2024-10-09T15:28:57.998Z
IE00B441G979,"(9092,2,EUR)",2024-10-09T15:00:03.452Z
IE00BGV5VN51,"(1241,1,EUR)",2024-10-09T15:29:35.479Z
IE00BYXYX521,"(270449,4,EUR)",2024-10-09T13:45:56.431Z
LU0489337690,"(25225,3,EUR)",2024-10-09T15:29:31.999Z
DE0005933931,"(16034,2,EUR)",2024-10-09T15:29:29.920Z
IE00BKWQ0F09,"(19528,2,EUR)",2024-10-09T14:03:21.154Z
IE00BKWQ0H23,"(2297,1,EUR)",2024-10-09T15:16:22.354Z
LU1861137484,"(8582,2,EUR)",2024-10-09T14:58:52.908Z
IE000Y77LGG9,"(9786,2,EUR)",2024-10-10T14:49:17.476Z
IE00B1XNHC34,"(7171,3,EUR)",2024-10-10T15:28:11.825Z
IE00B441G979,"(9105,2,EUR)",2024-10-10T15:21:00.649Z
IE00BGV5VN51,"(1247,1,EUR)",2024-10-10T15:29:27.224Z
IE00BYXYX521,"(274249,4,EUR)",2024-10-10T14:01:45.706Z
LU0489337690,"(2498,2,EUR)",2024-10-10T14:02:56.641Z
DE0005933931,"(15992,2,EUR)",2024-10-10T15:29:15.128Z
IE00BKWQ0F09,"(19686,2,EUR)",2024-10-10T13:59:50.265Z
IE00BKWQ0H23,"(23075,2,EUR)",2024-10-10T14:23:17.455Z
LU1861137484,"(8568,2,EUR)",2024-10-10T15:07:47.509Z
IE000Y77LGG9,"(9811,2,EUR)",2024-10-11T15:18:01.555Z
IE00B1XNHC34,"(7208,3,EUR)",2024-10-11T15:22:06.286Z
IE00B441G979,"(91662,3,EUR)",2024-10-11T14:35:59.673Z
IE00BGV5VN51,"(12516,2,EUR)",2024-10-11T15:27:47.569Z
IE00BYXYX521,"(277501,4,EUR)",2024-10-11T10:48:20.976Z
LU0489337690,"(25305,3,EUR)",2024-10-11T14:33:52.421Z
DE0005933931,"(16114,2,EUR)",2024-10-11T15:22:53.963Z
IE00BKWQ0F09,"(19736,2,EUR)",2024-10-11T12:56:39.370Z
IE00BKWQ0H23,"(2318,1,EUR)",2024-10-11T14:50:49.579Z
LU1861137484,"(862,1,EUR)",2024-10-11T15:27:54.609Z
IE000Y77LGG9,"(9898,2,EUR)",2024-10-14T15:24:21.494Z
IE00B1XNHC34,"(7202,3,EUR)",2024-10-14T15:27:03.330Z
IE00B441G979,"(92182,3,EUR)",2024-10-14T15:20:10.424Z
IE00BGV5VN51,"(12612,2,EUR)",2024-10-14T15:29:07.048Z
IE00BYXYX521,"(275651,4,EUR)",2024-10-14T13:46:03.630Z
LU0489337690,"(252,1,EUR)",2024-10-14T14:58:20.378Z
DE0005933931,"(16238,2,EUR)",2024-10-14T15:29:36.215Z
IE00BKWQ0H23,"(23365,2,EUR)",2024-10-14T15:18:30.006Z
IE00BKWQ0F09,"(1975,1,EUR)",2024-10-14T08:50:28.507Z
LU1861137484,"(8668,2,EUR)",2024-10-14T14:33:33.585Z
IE000Y77LGG9,"(9872,2,EUR)",2024-10-15T14:34:07.855Z
IE00B1XNHC34,"(7128,3,EUR)",2024-10-15T15:26:27.681Z
IE00B441G979,"(91846,3,EUR)",2024-10-15T14:58:03.883Z
IE00BGV5VN51,"(12538,2,EUR)",2024-10-15T15:28:59.686Z
IE00BYXYX521,"(269751,4,EUR)",2024-10-15T14:02:11.195Z
LU0489337690,"(25425,3,EUR)",2024-10-15T14:32:33.618Z
DE0005933931,"(1625,1,EUR)",2024-10-15T15:26:50.239Z
IE00BKWQ0F09,"(18948,2,EUR)",2024-10-15T13:49:26.897Z
IE00BKWQ0H23,"(23285,2,EUR)",2024-10-15T14:47:10.085Z
LU1861137484,"(8597,2,EUR)",2024-10-15T15:20:30.357Z
IE000Y77LGG9,"(9799,2,EUR)",2024-10-16T15:22:54.798Z
IE00B1XNHC34,"(7158,3,EUR)",2024-10-16T15:24:39.496Z
IE00B441G979,"(9157,2,EUR)",2024-10-16T14:57:56.825Z
IE00BGV5VN51,"(12528,2,EUR)",2024-10-16T15:23:13.671Z
IE00BYXYX521,"(271951,4,EUR)",2024-10-16T14:33:54.584Z
LU0489337690,"(25555,3,EUR)",2024-10-16T14:43:45.104Z
DE0005933931,"(162,0,EUR)",2024-10-16T15:26:41.608Z
IE00BKWQ0F09,"(19086,2,EUR)",2024-10-16T15:23:45.658Z
IE00BKWQ0H23,"(23255,2,EUR)",2024-10-16T14:03:29.834Z
LU1861137484,"(8521,2,EUR)",2024-10-16T15:02:36.788Z
IE000Y77LGG9,"(986,1,EUR)",2024-10-17T15:02:21.310Z
IE00B1XNHC34,"(7154,3,EUR)",2024-10-17T15:26:10.260Z
IE00B441G979,"(92012,3,EUR)",2024-10-17T14:10:29.223Z
IE00BGV5VN51,"(12674,2,EUR)",2024-10-17T15:28:04.872Z
IE00BYXYX521,"(271417,4,EUR)",2024-10-17T15:24:10.165Z
LU0489337690,"(254,1,EUR)",2024-10-17T15:15:36.676Z
DE0005933931,"(16302,2,EUR)",2024-10-17T15:28:10.563Z
IE00BKWQ0H23,"(2349,1,EUR)",2024-10-17T14:49:04.637Z
IE00BKWQ0F09,"(1925,1,EUR)",2024-10-17T14:10:22.103Z
LU1861137484,"(8592,2,EUR)",2024-10-17T15:08:53.558Z
IE000Y77LGG9,"(984,1,EUR)",2024-10-18T15:27:28.791Z
IE00B1XNHC34,"(7128,3,EUR)",2024-10-18T15:25:11.949Z
IE00B441G979,"(92162,3,EUR)",2024-10-18T15:14:09.047Z
IE00BGV5VN51,"(12656,2,EUR)",2024-10-18T15:27:05.264Z
IE00BYXYX521,"(270851,4,EUR)",2024-10-18T14:15:31.362Z
LU0489337690,"(25165,3,EUR)",2024-10-18T14:19:34.896Z
DE0005933931,"(16366,2,EUR)",2024-10-18T15:27:38.566Z
IE00BKWQ0H23,"(2338,1,EUR)",2024-10-18T14:29:29.895Z
IE00BKWQ0F09,"(19126,2,EUR)",2024-10-18T14:53:58.557Z
LU1861137484,"(8626,2,EUR)",2024-10-18T15:25:56.623Z
IE000Y77LGG9,"(979,1,EUR)",2024-10-21T15:05:26.736Z
IE00B1XNHC34,"(7083,3,EUR)",2024-10-21T15:19:31.764Z
IE00B441G979,"(9162,2,EUR)",2024-10-21T15:22:23.340Z
IE00BGV5VN51,"(12608,2,EUR)",2024-10-21T15:29:20.684Z
IE00BYXYX521,"(275351,4,EUR)",2024-10-21T13:36:23.352Z
LU0489337690,"(2478,2,EUR)",2024-10-21T14:34:15.276Z
DE0005933931,"(162,0,EUR)",2024-10-21T15:29:30.863Z
IE00BKWQ0H23,"(23385,2,EUR)",2024-10-21T14:26:49.485Z
IE00BKWQ0F09,"(194,0,EUR)",2024-10-21T13:51:46.507Z
LU1861137484,"(855,1,EUR)",2024-10-21T15:16:33.122Z
IE000Y77LGG9,"(9755,2,EUR)",2024-10-22T15:26:07.482Z
IE00B1XNHC34,"(7086,3,EUR)",2024-10-22T15:26:14.483Z
IE00B441G979,"(9152,2,EUR)",2024-10-22T14:19:43.870Z
IE00BGV5VN51,"(12632,2,EUR)",2024-10-22T15:22:30.109Z
IE00BYXYX521,"(278149,4,EUR)",2024-10-22T13:46:00.209Z
LU0489337690,"(2456,2,EUR)",2024-10-22T15:05:01.966Z
DE0005933931,"(16188,2,EUR)",2024-10-22T15:24:11.296Z
IE00BKWQ0H23,"(23265,2,EUR)",2024-10-22T15:02:10.726Z
IE00BKWQ0F09,"(19392,2,EUR)",2024-10-22T15:12:35.461Z
LU1861137484,"(8522,2,EUR)",2024-10-22T14:15:11.789Z
IE000Y77LGG9,"(9738,2,EUR)",2024-10-23T15:25:57.127Z
IE00B1XNHC34,"(7001,3,EUR)",2024-10-23T15:28:43.516Z
IE00B441G979,"(9111,2,EUR)",2024-10-23T15:28:41.891Z
IE00BGV5VN51,"(12608,2,EUR)",2024-10-23T15:29:00.293Z
IE00BYXYX521,"(276601,4,EUR)",2024-10-23T15:23:49.797Z
LU0489337690,"(2457,2,EUR)",2024-10-23T14:30:17.028Z
DE0005933931,"(1614,1,EUR)",2024-10-23T15:28:25.902Z
IE00BKWQ0F09,"(19218,2,EUR)",2024-10-23T15:26:21.835Z
IE00BKWQ0H23,"(23295,2,EUR)",2024-10-23T15:06:45.671Z
LU1861137484,"(8473,2,EUR)",2024-10-23T15:11:36.600Z
IE000Y77LGG9,"(9794,2,EUR)",2024-10-24T15:21:51.220Z
IE00B1XNHC34,"(6981,3,EUR)",2024-10-24T15:28:10.194Z
IE00B441G979,"(9126,2,EUR)",2024-10-24T14:06:14.395Z
IE00BGV5VN51,"(12556,2,EUR)",2024-10-24T15:22:17.809Z
IE00BYXYX521,"(277251,4,EUR)",2024-10-24T14:36:57.908Z
LU0489337690,"(24585,3,EUR)",2024-10-24T14:06:07.403Z
DE0005933931,"(16212,2,EUR)",2024-10-24T15:14:22.642Z
IE00BKWQ0F09,"(19254,2,EUR)",2024-10-24T14:06:00.453Z
IE00BKWQ0H23,"(2328,1,EUR)",2024-10-24T14:27:40.674Z
LU1861137484,"(847,1,EUR)",2024-10-24T15:10:35.759Z
IE000Y77LGG9,"(9822,2,EUR)",2024-10-25T15:26:05.753Z
IE00B1XNHC34,"(7019,3,EUR)",2024-10-25T15:29:10.258Z
IE00B441G979,"(9193,2,EUR)",2024-10-25T14:41:02.270Z
IE00BGV5VN51,"(12654,2,EUR)",2024-10-25T15:27:43.618Z
IE00BYXYX521,"(278049,4,EUR)",2024-10-25T13:45:56.032Z
LU0489337690,"(2439,2,EUR)",2024-10-25T13:52:25.992Z
DE0005933931,"(162,0,EUR)",2024-10-25T15:26:23.253Z
IE00BKWQ0F09,"(19354,2,EUR)",2024-10-25T15:25:34.671Z
IE00BKWQ0H23,"(2311,1,EUR)",2024-10-25T13:20:47.848Z
LU1861137484,"(8462,2,EUR)",2024-10-25T14:20:23.979Z
IE000Y77LGG9,"(9798,2,EUR)",2024-10-29T16:29:52.897Z
IE00B1XNHC34,"(698,2,EUR)",2024-10-29T16:25:01.247Z
IE00B441G979,"(91634,3,EUR)",2024-10-29T16:04:25.277Z
IE00BGV5VN51,"(12736,2,EUR)",2024-10-29T16:29:59.147Z
IE00BYXYX521,"(274236,4,EUR)",2024-10-29T14:45:54.836Z
LU0489337690,"(24375,3,EUR)",2024-10-29T15:44:06.934Z
DE0005933931,"(1622,1,EUR)",2024-10-29T16:29:18.482Z
IE00BKWQ0F09,"(1892,1,EUR)",2024-10-29T15:03:08.094Z
IE00BKWQ0H23,"(22875,2,EUR)",2024-10-29T15:57:57.421Z
LU1861137484,"(846,1,EUR)",2024-10-29T16:19:37.280Z
IE000Y77LGG9,"(9756,2,EUR)",2024-10-30T16:17:35.467Z
IE00B1XNHC34,"(6928,3,EUR)",2024-10-30T16:29:49.967Z
IE00B441G979,"(9168,2,EUR)",2024-10-30T15:32:33.655Z
IE00BGV5VN51,"(12646,2,EUR)",2024-10-30T16:24:34.919Z
IE00BYXYX521,"(273999,4,EUR)",2024-10-30T16:16:10.677Z
LU0489337690,"(24175,3,EUR)",2024-10-30T15:39:22.120Z
DE0005933931,"(16046,2,EUR)",2024-10-30T16:17:59.380Z
IE00BKWQ0F09,"(18792,2,EUR)",2024-10-30T15:33:50.889Z
IE00BKWQ0H23,"(22575,2,EUR)",2024-10-30T15:39:51.743Z
LU1861137484,"(8366,2,EUR)",2024-10-30T16:01:51.215Z
IE000Y77LGG9,"(9599,2,EUR)",2024-10-31T16:27:42.122Z
IE00B1XNHC34,"(6942,3,EUR)",2024-10-31T16:27:46.963Z
IE00B441G979,"(89966,3,EUR)",2024-10-31T16:26:13.334Z
IE00BGV5VN51,"(12318,2,EUR)",2024-10-31T16:29:19.643Z
IE00BYXYX521,"(270851,4,EUR)",2024-10-31T14:55:34.646Z
LU0489337690,"(2368,2,EUR)",2024-10-31T16:29:19.268Z
DE0005933931,"(1587,1,EUR)",2024-10-31T16:28:55.549Z
IE00BKWQ0H23,"(2221,1,EUR)",2024-10-31T16:06:50.992Z
IE00BKWQ0F09,"(18702,2,EUR)",2024-10-31T15:45:36.001Z
LU1861137484,"(8236,2,EUR)",2024-10-31T16:09:29.857Z
IE000Y77LGG9,"(9679,2,EUR)",2024-11-01T16:10:36.954Z
IE00B1XNHC34,"(6979,3,EUR)",2024-11-01T16:28:34.274Z
IE00B441G979,"(90488,3,EUR)",2024-11-01T16:28:57.551Z
IE00BGV5VN51,"(12448,2,EUR)",2024-11-01T16:29:46.099Z
IE00BYXYX521,"(272049,4,EUR)",2024-11-01T15:06:57.836Z
LU0489337690,"(23875,3,EUR)",2024-11-01T15:05:12.152Z
DE0005933931,"(16032,2,EUR)",2024-11-01T16:29:50.222Z
IE00BKWQ0F09,"(1884,1,EUR)",2024-11-01T16:15:30.958Z
IE00BKWQ0H23,"(22495,2,EUR)",2024-11-01T14:36:53.911Z
LU1861137484,"(8354,2,EUR)",2024-11-01T16:03:39.632Z
IE000Y77LGG9,"(9624,2,EUR)",2024-11-04T16:15:47.599Z
IE00B1XNHC34,"(7122,3,EUR)",2024-11-04T16:27:39.809Z
IE00B441G979,"(90222,3,EUR)",2024-11-04T16:10:16.960Z
IE00BGV5VN51,"(12348,2,EUR)",2024-11-04T16:29:26.386Z
IE00BYXYX521,"(271967,4,EUR)",2024-11-04T14:36:27.238Z
LU0489337690,"(2368,2,EUR)",2024-11-04T15:36:17.831Z
DE0005933931,"(1596,1,EUR)",2024-11-04T16:23:28.032Z
IE00BKWQ0H23,"(2239,1,EUR)",2024-11-04T16:10:16.508Z
IE00BKWQ0F09,"(18904,2,EUR)",2024-11-04T14:36:23.255Z
LU1861137484,"(8285,2,EUR)",2024-11-04T16:29:31.458Z
IE000Y77LGG9,"(9642,2,EUR)",2024-11-05T15:56:22.821Z
IE00B1XNHC34,"(7002,3,EUR)",2024-11-05T16:28:52.621Z
IE00B441G979,"(90478,3,EUR)",2024-11-05T15:28:45.858Z
IE00BGV5VN51,"(1242,1,EUR)",2024-11-05T16:29:17.223Z
IE00BYXYX521,"(274849,4,EUR)",2024-11-05T15:16:01.161Z
LU0489337690,"(23575,3,EUR)",2024-11-05T15:03:39.306Z
DE0005933931,"(16034,2,EUR)",2024-11-05T16:28:02.197Z
IE00BKWQ0F09,"(18966,2,EUR)",2024-11-05T11:07:38.000Z
IE00BKWQ0H23,"(2192,1,EUR)",2024-11-05T15:22:55.429Z
LU1861137484,"(8291,2,EUR)",2024-11-05T14:42:29.213Z
IE000Y77LGG9,"(9945,2,EUR)",2024-11-06T16:16:54.645Z
IE00B1XNHC34,"(6659,3,EUR)",2024-11-06T16:28:54.435Z
IE00B441G979,"(92104,3,EUR)",2024-11-06T16:25:19.254Z
IE00BGV5VN51,"(12962,2,EUR)",2024-11-06T16:29:29.719Z
IE00BYXYX521,"(273701,4,EUR)",2024-11-06T16:15:17.710Z
LU0489337690,"(2315,2,EUR)",2024-11-06T16:25:22.623Z
DE0005933931,"(15848,2,EUR)",2024-11-06T16:29:37.048Z
IE00BKWQ0F09,"(18906,2,EUR)",2024-11-06T16:13:20.065Z
IE00BKWQ0H23,"(2187,1,EUR)",2024-11-06T16:19:21.648Z
LU1861137484,"(8269,2,EUR)",2024-11-06T16:19:24.342Z
IE000Y77LGG9,"(10024,2,EUR)",2024-11-07T16:18:48.225Z
IE00B1XNHC34,"(6735,3,EUR)",2024-11-07T16:29:50.060Z
IE00B441G979,"(93162,3,EUR)",2024-11-07T16:15:11.979Z
IE00BGV5VN51,"(13122,2,EUR)",2024-11-07T16:29:43.009Z
IE00BYXYX521,"(273501,4,EUR)",2024-11-07T15:02:43.833Z
LU0489337690,"(23445,3,EUR)",2024-11-07T15:49:57.790Z
DE0005933931,"(16124,2,EUR)",2024-11-07T16:29:08.237Z
IE00BKWQ0H23,"(21825,2,EUR)",2024-11-07T16:06:38.147Z
IE00BKWQ0F09,"(1908,1,EUR)",2024-11-07T14:47:21.316Z
LU1861137484,"(8323,2,EUR)",2024-11-07T16:09:09.140Z
IE000Y77LGG9,"(10144,2,EUR)",2024-11-08T16:24:05.868Z
IE00B1XNHC34,"(6606,3,EUR)",2024-11-08T16:29:28.106Z
IE00B441G979,"(93308,3,EUR)",2024-11-08T16:28:24.528Z
IE00BGV5VN51,"(1325,1,EUR)",2024-11-08T16:29:53.326Z
IE00BYXYX521,"(272951,4,EUR)",2024-11-08T15:39:00.944Z
LU0489337690,"(23745,3,EUR)",2024-11-08T16:24:43.280Z
DE0005933931,"(15992,2,EUR)",2024-11-08T16:27:07.189Z
IE00BKWQ0H23,"(2193,1,EUR)",2024-11-08T15:57:32.733Z
IE00BKWQ0F09,"(19116,2,EUR)",2024-11-07T20:02:19.489Z
LU1861137484,"(8286,2,EUR)",2024-11-08T16:19:05.088Z
IE000Y77LGG9,"(10324,2,EUR)",2024-11-11T16:22:42.336Z
IE00B1XNHC34,"(6658,3,EUR)",2024-11-11T16:29:15.786Z
IE00B441G979,"(93822,3,EUR)",2024-11-11T16:17:05.528Z
IE00BGV5VN51,"(13398,2,EUR)",2024-11-11T16:28:57.774Z
IE00BYXYX521,"(272751,4,EUR)",2024-11-11T14:36:26.684Z
LU0489337690,"(23765,3,EUR)",2024-11-11T15:28:04.450Z
DE0005933931,"(16204,2,EUR)",2024-11-11T16:22:27.241Z
IE00BKWQ0F09,"(18926,2,EUR)",2024-11-11T15:04:52.830Z
IE00BKWQ0H23,"(2227,1,EUR)",2024-11-11T15:49:25.032Z
LU1861137484,"(8388,2,EUR)",2024-11-11T16:28:42.731Z
IE000Y77LGG9,"(1027,1,EUR)",2024-11-12T16:16:34.448Z
IE00B1XNHC34,"(6515,3,EUR)",2024-11-12T16:29:27.140Z
IE00B441G979,"(93418,3,EUR)",2024-11-12T15:36:12.043Z
IE00BGV5VN51,"(13416,2,EUR)",2024-11-12T16:29:36.864Z
IE00BYXYX521,"(272851,4,EUR)",2024-11-12T15:35:50.828Z
LU0489337690,"(23315,3,EUR)",2024-11-12T16:26:16.745Z
DE0005933931,"(15856,2,EUR)",2024-11-12T16:29:38.347Z
IE00BKWQ0F09,"(18448,2,EUR)",2024-11-12T16:17:15.487Z
IE00BKWQ0H23,"(2186,1,EUR)",2024-11-12T15:53:15.486Z
LU1861137484,"(8213,2,EUR)",2024-11-12T16:28:07.069Z
IE000Y77LGG9,"(10278,2,EUR)",2024-11-13T16:28:39.295Z
IE00B1XNHC34,"(6518,3,EUR)",2024-11-13T16:27:14.596Z
IE00B441G979,"(9289,2,EUR)",2024-11-13T15:07:30.126Z
IE00BGV5VN51,"(1355,1,EUR)",2024-11-13T16:29:24.228Z
IE00BYXYX521,"(269851,4,EUR)",2024-11-13T15:02:33.284Z
LU0489337690,"(23085,3,EUR)",2024-11-13T16:14:49.074Z
DE0005933931,"(15798,2,EUR)",2024-11-13T16:29:08.505Z
IE00BKWQ0H23,"(2186,1,EUR)",2024-11-13T16:26:00.251Z
IE00BKWQ0F09,"(184,0,EUR)",2024-11-13T15:27:00.015Z
LU1861137484,"(8166,2,EUR)",2024-11-13T15:51:32.009Z
IE000Y77LGG9,"(10296,2,EUR)",2024-11-14T16:28:18.518Z
IE00B1XNHC34,"(6492,3,EUR)",2024-11-14T16:28:40.588Z
IE00B441G979,"(93392,3,EUR)",2024-11-14T16:27:58.425Z
IE00BGV5VN51,"(13442,2,EUR)",2024-11-14T16:29:00.012Z
IE00BYXYX521,"(272199,4,EUR)",2024-11-14T15:46:09.686Z
LU0489337690,"(2335,2,EUR)",2024-11-14T16:24:07.767Z
DE0005933931,"(1603,1,EUR)",2024-11-14T16:27:29.241Z
IE00BKWQ0H23,"(2187,1,EUR)",2024-11-14T15:49:21.826Z
IE00BKWQ0F09,"(189,0,EUR)",2024-11-14T15:24:41.811Z
LU1861137484,"(8277,2,EUR)",2024-11-14T16:13:37.549Z
IE000Y77LGG9,"(10184,2,EUR)",2024-11-18T16:29:08.572Z
IE00B1XNHC34,"(6527,3,EUR)",2024-11-18T16:26:07.924Z
IE00B441G979,"(92202,3,EUR)",2024-11-18T16:09:57.006Z
IE00BGV5VN51,"(13294,2,EUR)",2024-11-18T16:29:22.544Z
IE00BYXYX521,"(275051,4,EUR)",2024-11-18T16:06:51.995Z
LU0489337690,"(22945,3,EUR)",2024-11-18T15:51:00.325Z
DE0005933931,"(15964,2,EUR)",2024-11-18T16:28:56.232Z
IE00BKWQ0F09,"(19238,2,EUR)",2024-11-18T16:26:09.442Z
IE00BKWQ0H23,"(21075,2,EUR)",2024-11-18T15:32:04.969Z
LU1861137484,"(8164,2,EUR)",2024-11-18T16:29:48.726Z
IE000Y77LGG9,"(10126,2,EUR)",2024-11-19T16:08:04.046Z
IE00B1XNHC34,"(6515,3,EUR)",2024-11-19T16:29:05.206Z
IE00B441G979,"(92102,3,EUR)",2024-11-19T16:22:29.132Z
IE00BGV5VN51,"(13238,2,EUR)",2024-11-19T16:28:53.862Z
IE00BYXYX521,"(276201,4,EUR)",2024-11-19T14:36:23.620Z
LU0489337690,"(23085,3,EUR)",2024-11-19T16:11:11.583Z
DE0005933931,"(15866,2,EUR)",2024-11-19T16:28:10.692Z
IE00BKWQ0H23,"(21135,2,EUR)",2024-11-19T15:35:28.937Z
IE00BKWQ0F09,"(19252,2,EUR)",2024-11-19T12:11:24.993Z
LU1861137484,"(8133,2,EUR)",2024-11-19T16:18:47.515Z
IE000Y77LGG9,"(10158,2,EUR)",2024-11-20T15:57:00.723Z
IE00B1XNHC34,"(6521,3,EUR)",2024-11-20T16:28:17.488Z
IE00B441G979,"(9181,2,EUR)",2024-11-20T15:25:51.893Z
IE00BGV5VN51,"(1331,1,EUR)",2024-11-20T16:26:42.431Z
IE00BYXYX521,"(280001,4,EUR)",2024-11-20T15:25:23.130Z
LU0489337690,"(2296,2,EUR)",2024-11-20T16:28:22.236Z
DE0005933931,"(15818,2,EUR)",2024-11-20T16:29:34.194Z
IE00BKWQ0F09,"(19076,2,EUR)",2024-11-20T15:44:58.001Z
IE00BKWQ0H23,"(21345,2,EUR)",2024-11-20T16:01:08.318Z
LU1861137484,"(8143,2,EUR)",2024-11-20T16:22:31.878Z
IE000Y77LGG9,"(10308,2,EUR)",2024-11-21T16:26:34.111Z
IE00B1XNHC34,"(6552,3,EUR)",2024-11-21T16:28:06.696Z
IE00B441G979,"(92684,3,EUR)",2024-11-21T15:59:29.027Z
IE00BGV5VN51,"(13608,2,EUR)",2024-11-21T16:27:58.695Z
IE00BYXYX521,"(283251,4,EUR)",2024-11-21T15:01:28.691Z
LU0489337690,"(22855,3,EUR)",2024-11-21T15:28:29.120Z
DE0005933931,"(15926,2,EUR)",2024-11-21T16:14:15.732Z
IE00BKWQ0F09,"(19248,2,EUR)",2024-11-21T15:02:50.620Z
IE00BKWQ0H23,"(21335,2,EUR)",2024-11-21T16:15:29.375Z
LU1861137484,"(8158,2,EUR)",2024-11-21T15:38:21.360Z
IE000Y77LGG9,"(10454,2,EUR)",2024-11-22T16:22:44.766Z
IE00B1XNHC34,"(6614,3,EUR)",2024-11-22T16:25:06.528Z
IE00B441G979,"(93432,3,EUR)",2024-11-22T14:46:12.567Z
IE00BGV5VN51,"(13698,2,EUR)",2024-11-22T16:29:34.379Z
IE00BYXYX521,"(285351,4,EUR)",2024-11-22T15:13:53.611Z
LU0489337690,"(2355,2,EUR)",2024-11-22T16:26:12.740Z
DE0005933931,"(16068,2,EUR)",2024-11-22T16:29:15.263Z
IE00BKWQ0H23,"(2187,1,EUR)",2024-11-22T15:51:27.936Z
IE00BKWQ0F09,"(1939,1,EUR)",2024-11-22T14:46:15.462Z
LU1861137484,"(8302,2,EUR)",2024-11-22T16:01:03.132Z
IE00B441G979,"(93852,3,EUR)",2024-11-25T15:29:58.362Z
IE000Y77LGG9,"(10466,2,EUR)",2024-11-25T16:17:39.648Z
IE00B1XNHC34,"(6727,3,EUR)",2024-11-25T16:26:00.242Z
IE00BGV5VN51,"(13722,2,EUR)",2024-11-25T16:29:41.384Z
IE00BYXYX521,"(283101,4,EUR)",2024-11-25T14:40:14.121Z
LU0489337690,"(2365,2,EUR)",2024-11-25T16:28:12.562Z
DE0005933931,"(16156,2,EUR)",2024-11-25T16:27:51.969Z
IE00BKWQ0H23,"(2178,1,EUR)",2024-11-25T16:20:02.266Z
IE00BKWQ0F09,"(19166,2,EUR)",2024-11-25T15:04:10.350Z
LU1861137484,"(8327,2,EUR)",2024-11-25T16:22:39.357Z
IE00B441G979,"(93678,3,EUR)",2024-11-26T15:58:21.585Z
IE000Y77LGG9,"(10412,2,EUR)",2024-11-26T16:27:14.695Z
IE00B1XNHC34,"(6659,3,EUR)",2024-11-26T16:25:41.647Z
IE00BGV5VN51,"(1375,1,EUR)",2024-11-26T16:28:29.943Z
IE00BYXYX521,"(282101,4,EUR)",2024-11-26T14:17:56.373Z
LU0489337690,"(23435,3,EUR)",2024-11-26T16:28:06.568Z
DE0005933931,"(16072,2,EUR)",2024-11-26T16:26:01.150Z
IE00BKWQ0H23,"(21825,2,EUR)",2024-11-26T16:27:12.979Z
IE00BKWQ0F09,"(18914,2,EUR)",2024-11-26T16:06:59.713Z
LU1861137484,"(8299,2,EUR)",2024-11-26T16:25:32.497Z
IE00B441G979,"(9344,2,EUR)",2024-11-27T16:25:30.710Z
IE000Y77LGG9,"(10312,2,EUR)",2024-11-27T16:21:56.150Z
IE00B1XNHC34,"(6689,3,EUR)",2024-11-27T16:29:43.225Z
IE00BGV5VN51,"(13434,2,EUR)",2024-11-27T16:27:55.681Z
IE00BYXYX521,"(277551,4,EUR)",2024-11-27T15:06:33.238Z
LU0489337690,"(2378,2,EUR)",2024-11-27T15:20:13.121Z
DE0005933931,"(1603,1,EUR)",2024-11-27T16:21:57.846Z
IE00BKWQ0F09,"(18838,2,EUR)",2024-11-27T16:29:31.362Z
IE00BKWQ0H23,"(2176,1,EUR)",2024-11-27T16:29:32.374Z
LU1861137484,"(8258,2,EUR)",2024-11-27T16:17:55.231Z
IE00B441G979,"(93826,3,EUR)",2024-11-28T14:48:45.720Z
IE000Y77LGG9,"(10368,2,EUR)",2024-11-28T16:00:52.333Z
IE00B1XNHC34,"(6695,3,EUR)",2024-11-28T16:22:42.891Z
IE00BGV5VN51,"(13522,2,EUR)",2024-11-28T16:29:23.945Z
IE00BYXYX521,"(276251,4,EUR)",2024-11-28T15:07:08.066Z
LU0489337690,"(2381,2,EUR)",2024-11-28T15:08:04.163Z
DE0005933931,"(16168,2,EUR)",2024-11-28T16:29:00.585Z
IE00BKWQ0F09,"(18798,2,EUR)",2024-11-28T15:12:48.388Z
IE00BKWQ0H23,"(2182,1,EUR)",2024-11-28T16:02:10.371Z
LU1861137484,"(8294,2,EUR)",2024-11-28T16:25:29.063Z
IE00B441G979,"(9402,2,EUR)",2024-11-29T15:49:25.968Z
IE000Y77LGG9,"(10406,2,EUR)",2024-11-29T15:36:38.848Z
IE00B1XNHC34,"(6701,3,EUR)",2024-11-29T16:28:13.954Z
IE00BGV5VN51,"(13582,2,EUR)",2024-11-29T16:27:22.766Z
IE00BYXYX521,"(279401,4,EUR)",2024-11-29T15:22:12.070Z
LU0489337690,"(23895,3,EUR)",2024-11-29T16:29:25.733Z
DE0005933931,"(16338,2,EUR)",2024-11-29T16:29:48.137Z
IE00BKWQ0F09,"(189,0,EUR)",2024-11-29T12:23:01.670Z
IE00BKWQ0H23,"(218,0,EUR)",2024-11-29T15:24:29.688Z
LU1861137484,"(8351,2,EUR)",2024-11-29T16:29:15.594Z
IE00B441G979,"(94386,3,EUR)",2024-12-02T16:27:36.232Z
IE000Y77LGG9,"(10528,2,EUR)",2024-12-02T16:16:53.954Z
IE00B1XNHC34,"(6762,3,EUR)",2024-12-02T16:29:38.411Z
