"_metadata_updated_at","surrogate_key","partner_id","instrument","instrument_price","trade_date","cumulative_position","cumulative_position_value"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-01-08","par_1","DE0005933931","170.020000","2025-01-08","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-01-09","par_1","DE0005933931","170.020000","2025-01-09","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-01-10","par_1","DE0005933931","170.020000","2025-01-10","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-01-11","par_1","DE0005933931","170.020000","2025-01-11","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-01-12","par_1","DE0005933931","170.020000","2025-01-12","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-01-13","par_1","DE0005933931","170.020000","2025-01-13","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-01-14","par_1","DE0005933931","170.020000","2025-01-14","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-01-15","par_1","DE0005933931","171.620000","2025-01-15","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-01-16","par_1","DE0005933931","171.660000","2025-01-16","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-01-17","par_1","DE0005933931","174.020000","2025-01-17","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-01-18","par_1","DE0005933931","174.020000","2025-01-18","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-01-19","par_1","DE0005933931","174.020000","2025-01-19","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-01-20","par_1","DE0005933931","174.780000","2025-01-20","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-01-21","par_1","DE0005933931","175.100000","2025-01-21","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-01-22","par_1","DE0005933931","176.900000","2025-01-22","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-01-23","par_1","DE0005933931","178.320000","2025-01-23","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-01-24","par_1","DE0005933931","178.320000","2025-01-24","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-01-25","par_1","DE0005933931","178.320000","2025-01-25","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-01-26","par_1","DE0005933931","178.320000","2025-01-26","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-01-27","par_1","DE0005933931","178.320000","2025-01-27","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-01-28","par_1","DE0005933931","178.400000","2025-01-28","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-01-29","par_1","DE0005933931","179.940000","2025-01-29","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-01-30","par_1","DE0005933931","180.860000","2025-01-30","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-01-31","par_1","DE0005933931","180.860000","2025-01-31","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-02-01","par_1","DE0005933931","180.860000","2025-02-01","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-02-02","par_1","DE0005933931","180.860000","2025-02-02","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-02-03","par_1","DE0005933931","180.860000","2025-02-03","11.095350","2006.705001"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-02-04","par_1","DE0005933931","180.860000","2025-02-04","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-02-05","par_1","DE0005933931","180.860000","2025-02-05","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-02-06","par_1","DE0005933931","182.360000","2025-02-06","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-02-07","par_1","DE0005933931","182.360000","2025-02-07","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-02-08","par_1","DE0005933931","182.360000","2025-02-08","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-02-09","par_1","DE0005933931","182.360000","2025-02-09","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-02-10","par_1","DE0005933931","182.440000","2025-02-10","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-02-11","par_1","DE0005933931","183.420000","2025-02-11","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-02-12","par_1","DE0005933931","184.180000","2025-02-12","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-02-13","par_1","DE0005933931","188.200000","2025-02-13","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-02-14","par_1","DE0005933931","188.200000","2025-02-14","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-02-15","par_1","DE0005933931","188.200000","2025-02-15","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-02-16","par_1","DE0005933931","188.200000","2025-02-16","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-02-17","par_1","DE0005933931","189.600000","2025-02-17","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-02-18","par_1","DE0005933931","190.180000","2025-02-18","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-02-19","par_1","DE0005933931","190.180000","2025-02-19","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-DE0005933931-2025-02-20","par_1","DE0005933931","190.180000","2025-02-20","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-IE000Y77LGG9-2024-08-21","par_1","IE000Y77LGG9","94.420000","2024-08-21","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-IE000Y77LGG9-2024-08-22","par_1","IE000Y77LGG9","94.750000","2024-08-22","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-IE000Y77LGG9-2024-08-23","par_1","IE000Y77LGG9","94.750000","2024-08-23","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-IE000Y77LGG9-2024-08-24","par_1","IE000Y77LGG9","94.750000","2024-08-24","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-IE000Y77LGG9-2024-08-25","par_1","IE000Y77LGG9","94.750000","2024-08-25","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-IE000Y77LGG9-2024-08-26","par_1","IE000Y77LGG9","94.750000","2024-08-26","0.000000","0.000000"
"2025-04-27 20:09:20.555792+00","par_1-IE000Y77LGG9-2024-08-27","par_1","IE000Y77LGG9","94.750000","2024-08-27","0.000000","0.000000"
